ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Returned
8522,A,Road,7,2,185.3,8,medium,Female,10.15,4015,1
8523,B,Ship,9,1,983.21,4,high,Female,16.95,2981,1
8524,E,Flight,2,5,498.45,1,high,Male,20.21,1506,0
8525,B,Flight,5,1,118.16,13,high,Male,12.03,2605,0
8526,D,Flight,2,1,673.57,19,low,Female,8.49,2288,0
8527,A,Ship,8,1,741.77,12,medium,Male,4.67,2882,0
8528,E,Road,2,3,505.22,11,high,Male,3.04,1499,0
8529,A,Ship,1,5,649.99,8,medium,Male,7.23,4093,1
8530,E,Ship,8,4,180.95,5,medium,Female,0.59,1676,0
8531,A,Road,7,2,374.24,3,medium,Female,22.8,1636,0
8532,D,Flight,7,1,170.21,9,low,Male,3.35,3436,0
8533,E,Ship,1,5,393.36,4,low,Female,26.97,1244,0
8534,C,Flight,5,2,567.17,3,high,Male,15.32,4283,0
8535,A,Flight,4,5,448.11,19,medium,Male,13.71,921,0
8536,A,Road,1,2,597.28,3,low,Female,1.94,1496,1
8537,B,Road,4,5,506.74,12,medium,Female,4.0,4345,0
8538,E,Road,3,4,324.64,15,high,Male,25.7,3651,0
8539,C,Flight,8,5,151.98,10,medium,Male,20.18,1860,0
8540,D,Flight,0,5,260.15,18,low,Female,2.84,4140,1
8541,B,Ship,5,1,208.71,17,medium,Female,20.44,4665,0
8542,C,Flight,6,1,710.35,0,high,Male,3.93,3526,0
8543,E,Road,5,1,821.77,3,high,Female,21.98,4540,0
8544,C,Road,4,5,723.18,8,low,Female,28.34,1734,0
8545,A,Road,3,4,647.3,8,medium,Female,22.75,1745,0
8546,A,Road,4,2,314.77,10,low,Male,24.71,712,0
8547,B,Flight,8,1,713.88,4,low,Female,18.62,1492,1
8548,E,Road,4,3,609.03,5,low,Male,0.11,1843,1
8549,E,Ship,9,5,56.42,19,low,Female,23.56,501,1
8550,C,Flight,7,4,908.54,5,low,Male,12.12,4304,1
8551,B,Road,6,4,89.15,7,low,Male,26.19,3989,0
8552,E,Ship,3,1,507.68,18,medium,Male,17.18,3712,0
8553,A,Road,9,1,517.94,0,low,Female,5.75,2036,0
8554,C,Flight,4,3,838.64,4,low,Male,1.65,2146,0
8555,D,Flight,6,3,913.94,18,medium,Female,16.65,4263,0
8556,A,Ship,5,1,940.28,1,high,Male,17.01,2226,0
8557,B,Flight,2,2,573.98,15,medium,Male,25.8,866,1
8558,E,Ship,9,1,682.25,1,medium,Male,1.16,2791,0
8559,A,Road,2,1,97.63,8,high,Male,24.64,4373,0
8560,D,Flight,1,4,493.04,17,medium,Male,12.17,4009,0
8561,D,Road,2,1,898.88,15,high,Female,15.85,3496,0
8562,B,Road,9,1,461.14,6,low,Female,16.0,680,0
8563,A,Flight,0,1,78.9,8,medium,Male,11.47,2717,0
8564,C,Road,8,2,208.63,11,high,Female,5.58,4976,0
8565,A,Ship,1,4,435.21,18,low,Male,2.36,3007,0
8566,D,Ship,2,5,245.15,0,high,Female,6.21,234,0
8567,B,Ship,4,5,398.37,5,high,Male,21.43,2204,0
8568,B,Flight,9,5,339.63,1,high,Female,20.47,3820,1
8569,C,Road,3,5,325.74,16,medium,Female,20.26,2941,0
8570,B,Road,4,4,100.25,13,low,Female,27.23,1658,0
8571,B,Road,5,1,883.89,12,high,Male,13.71,1992,0
8572,B,Road,4,5,695.78,10,low,Female,22.77,2301,1
8573,B,Ship,9,1,627.15,15,high,Female,20.05,1710,0
8574,B,Flight,0,5,610.4,17,high,Male,28.11,2736,0
8575,D,Ship,5,2,402.54,19,medium,Female,20.09,1086,0
8576,A,Ship,8,1,825.08,2,low,Male,5.41,4467,0
8577,E,Flight,2,4,930.74,0,high,Female,22.33,1110,0
8578,B,Flight,1,2,15.56,13,high,Male,10.74,2755,1
8579,E,Ship,5,2,88.41,16,low,Male,7.65,3244,0
8580,E,Road,2,4,678.23,2,high,Male,8.34,4163,0
8581,D,Flight,3,2,243.71,11,medium,Male,24.75,1767,0
8582,B,Flight,5,1,912.59,1,medium,Male,13.59,909,0
8583,E,Ship,5,3,670.74,1,medium,Male,14.07,1619,1
8584,B,Road,1,3,374.61,11,high,Male,0.32,2797,1
8585,C,Flight,2,5,421.13,4,medium,Male,8.1,4071,0
8586,C,Ship,8,5,693.97,15,high,Female,26.5,3155,1
8587,C,Flight,1,1,149.55,4,medium,Female,14.94,319,0
8588,E,Road,2,4,884.58,2,low,Female,12.49,4897,0
8589,C,Ship,8,1,14.72,5,medium,Female,2.22,3311,0
8590,D,Ship,3,5,979.16,18,low,Male,8.8,3128,0
8591,D,Road,0,2,175.97,11,medium,Female,3.94,1093,0
8592,E,Ship,1,1,744.69,7,high,Male,4.93,4933,1
8593,B,Road,2,1,49.53,5,low,Female,10.16,623,0
8594,A,Ship,8,4,437.11,13,low,Male,2.01,3255,0
8595,B,Road,8,5,634.01,2,high,Male,23.35,4359,0
8596,B,Flight,5,1,79.53,10,low,Female,18.66,1801,0
8597,B,Flight,5,2,448.86,6,low,Male,23.99,4627,1
8598,B,Flight,2,2,310.11,8,high,Male,10.44,3090,0
8599,A,Ship,4,3,503.26,10,low,Male,6.66,3094,1
8600,C,Road,3,5,509.53,12,low,Female,17.7,849,0
8601,B,Road,9,2,787.38,17,high,Female,0.66,3857,0
8602,D,Flight,9,4,132.27,9,low,Female,2.67,1451,0
8603,E,Flight,8,5,91.89,1,high,Female,22.24,4047,0
8604,E,Flight,8,2,407.87,6,low,Female,26.62,3611,0
8605,D,Road,0,1,888.64,14,high,Female,6.16,2020,0
8606,B,Flight,7,5,856.72,9,medium,Male,23.73,2207,1
8607,A,Ship,8,2,564.39,11,low,Female,11.51,2167,0
8608,C,Flight,4,1,889.89,19,low,Female,12.48,4463,1
8609,E,Flight,3,3,807.29,8,medium,Female,26.52,906,1
8610,C,Road,9,5,285.16,18,medium,Male,18.63,3237,1
8611,A,Ship,3,5,178.41,5,high,Female,24.36,4883,0
8612,E,Road,1,2,308.14,18,low,Male,23.27,1392,0
8613,C,Ship,8,3,234.85,0,low,Male,17.22,2977,0
8614,A,Ship,4,4,626.49,1,high,Male,22.44,2677,0
8615,C,Flight,2,2,589.05,14,medium,Male,21.25,4342,0
8616,B,Flight,5,2,602.45,10,low,Female,14.41,4836,1
8617,A,Road,8,4,197.41,17,medium,Female,4.56,4656,1
8618,C,Road,8,4,793.94,0,high,Female,7.99,674,1
8619,B,Road,4,4,439.29,3,low,Male,11.29,1785,0
8620,B,Ship,7,4,477.73,3,high,Male,17.6,3825,0
8621,A,Road,3,4,996.99,3,high,Male,8.93,2995,1
8622,D,Ship,4,1,289.45,17,low,Female,6.16,1270,1
8623,E,Ship,6,1,400.2,0,medium,Male,1.07,3465,1
8624,A,Ship,6,4,679.7,6,medium,Female,6.38,1580,0
8625,B,Ship,6,3,881.61,13,high,Male,16.17,1513,0
8626,B,Ship,7,3,135.51,15,high,Female,4.19,788,0
8627,A,Flight,4,4,737.7,14,medium,Female,0.88,1223,0
8628,D,Ship,0,1,919.1,4,high,Male,2.24,2679,0
8629,E,Ship,8,3,428.7,12,high,Female,28.56,3532,1
8630,C,Flight,8,1,293.86,4,low,Male,1.06,1788,0
8631,A,Flight,6,2,680.96,17,high,Female,14.17,2770,0
8632,E,Flight,5,1,253.61,4,high,Female,20.65,4835,0
8633,E,Road,4,4,390.45,4,low,Male,6.69,566,0
8634,B,Road,4,5,897.94,5,medium,Male,28.93,1000,0
8635,C,Ship,2,4,594.43,13,low,Female,0.68,189,1
8636,A,Ship,9,2,104.03,1,medium,Male,26.4,4266,1
8637,B,Ship,0,1,336.4,14,low,Female,11.74,1776,0
8638,B,Ship,5,3,630.99,15,high,Female,11.52,851,1
8639,D,Flight,7,4,486.68,4,medium,Female,14.17,2747,0
8640,E,Road,1,3,663.74,15,low,Female,29.14,467,0
8641,A,Flight,7,1,763.83,0,low,Female,18.84,4347,1
8642,A,Road,7,2,485.81,7,medium,Female,26.36,837,0
8643,A,Flight,9,4,987.08,0,medium,Male,0.83,183,0
8644,B,Ship,7,3,915.53,6,medium,Male,26.91,4764,0
8645,D,Road,9,4,69.31,5,medium,Female,6.4,4511,0
8646,C,Ship,2,4,273.77,7,low,Male,9.45,920,1
8647,B,Road,9,3,307.54,4,medium,Female,2.21,4161,0
8648,C,Road,7,2,192.45,14,medium,Female,27.45,4617,0
8649,D,Ship,3,4,318.9,19,medium,Male,15.78,4509,0
8650,E,Ship,2,2,430.57,15,high,Male,2.7,4081,1
8651,A,Ship,8,2,61.04,16,medium,Male,11.92,1691,0
8652,C,Flight,7,1,136.03,10,high,Male,11.44,1292,0
8653,B,Road,9,3,105.28,1,medium,Male,1.52,3560,0
8654,C,Road,1,1,55.85,0,medium,Female,10.43,2659,1
8655,E,Road,7,5,486.68,16,low,Female,8.79,243,0
8656,A,Ship,2,1,340.47,0,low,Male,27.58,3956,0
8657,C,Road,9,4,936.09,1,low,Male,24.2,4395,1
8658,E,Road,5,4,111.73,16,low,Male,4.8,3055,0
8659,B,Ship,4,4,926.77,3,medium,Male,27.95,2027,0
8660,D,Ship,7,5,95.68,11,high,Female,22.29,1392,0
8661,B,Road,8,2,623.03,9,medium,Male,14.73,2298,1
8662,A,Flight,6,4,255.25,9,medium,Male,12.98,1067,0
8663,B,Ship,5,1,828.54,14,medium,Female,27.81,4834,0
8664,B,Flight,5,2,70.86,10,low,Male,9.17,3150,1
8665,B,Flight,0,1,952.98,6,medium,Male,11.12,4476,0
8666,B,Flight,4,1,56.78,9,medium,Male,20.73,707,0
8667,A,Flight,7,4,248.7,18,high,Female,22.78,4787,0
8668,E,Ship,5,1,469.54,17,low,Female,9.82,699,0
8669,C,Road,0,5,758.5,1,high,Male,27.66,4633,0
8670,D,Road,4,2,951.6,6,high,Female,7.68,3487,0
8671,C,Ship,4,4,433.76,13,medium,Female,10.42,2528,0
8672,C,Ship,2,4,759.74,10,high,Female,5.9,145,0
8673,D,Flight,7,1,729.89,0,high,Female,16.11,3601,0
8674,A,Flight,8,1,575.46,19,medium,Male,29.98,1017,0
8675,D,Ship,5,3,694.01,4,low,Female,21.54,4533,1
8676,A,Road,5,3,47.69,3,medium,Female,14.14,2612,0
8677,C,Flight,1,4,447.16,13,low,Female,29.49,4772,0
8678,A,Ship,9,4,788.0,2,high,Female,1.48,3823,0
8679,E,Ship,1,1,479.48,17,low,Female,8.58,1210,0
8680,D,Ship,5,5,874.77,17,medium,Female,25.14,2500,0
8681,E,Flight,7,5,835.3,3,low,Male,15.73,367,1
8682,C,Ship,1,1,864.81,2,medium,Male,0.14,3764,0
8683,D,Road,8,3,138.7,9,medium,Male,13.7,1482,0
8684,C,Ship,8,3,251.7,15,medium,Male,0.65,334,0
8685,E,Flight,3,5,39.3,2,low,Male,17.2,176,0
8686,C,Road,3,4,982.97,18,high,Male,18.98,3615,1
8687,D,Road,3,1,243.78,19,high,Female,6.04,3576,0
8688,D,Ship,4,4,373.42,14,high,Male,29.59,3296,0
8689,C,Ship,7,3,282.18,4,low,Male,25.01,4188,0
8690,D,Road,1,5,49.4,10,low,Female,13.91,1900,0
8691,D,Ship,4,4,268.65,8,low,Female,9.29,4826,0
8692,C,Flight,1,3,107.21,12,low,Female,0.37,895,0
8693,E,Road,7,3,400.34,10,medium,Female,20.8,4996,0
8694,D,Ship,0,3,967.16,13,medium,Female,7.89,4497,1
8695,D,Road,6,4,701.28,0,high,Female,11.84,2554,0
8696,D,Ship,2,2,709.83,8,low,Male,12.86,676,0
8697,D,Ship,3,5,458.64,12,high,Male,25.61,3994,0
8698,C,Flight,7,3,813.19,1,medium,Female,25.54,2570,0
8699,E,Ship,2,4,909.2,3,low,Female,23.29,2339,0
8700,E,Ship,6,1,961.93,15,high,Female,23.0,3805,0
8701,A,Ship,0,5,108.0,9,low,Male,14.84,2550,0
8702,D,Flight,8,1,880.85,5,high,Female,23.73,723,1
8703,D,Ship,5,1,232.83,8,low,Female,25.74,4800,1
8704,A,Ship,2,4,403.29,1,high,Female,14.95,2923,0
8705,E,Ship,6,2,352.02,0,low,Male,27.01,556,0
8706,B,Road,4,4,678.38,11,high,Male,29.71,4456,0
8707,B,Flight,7,4,601.95,15,medium,Female,5.26,4795,1
8708,E,Road,7,5,118.01,1,high,Male,29.37,3316,0
8709,D,Flight,8,4,784.99,12,high,Female,7.37,942,1
8710,B,Flight,5,5,445.25,7,medium,Female,28.02,4741,0
8711,C,Road,3,3,12.2,0,medium,Female,25.53,955,0
8712,C,Flight,1,5,420.36,4,high,Male,27.48,3658,0
8713,A,Flight,2,4,521.17,9,low,Female,13.83,2555,0
8714,E,Road,4,3,78.19,2,medium,Male,4.53,1253,0
8715,E,Ship,7,3,159.62,10,low,Female,6.68,1003,1
8716,B,Flight,9,2,993.64,4,medium,Male,9.14,4495,0
8717,D,Road,1,4,872.48,11,high,Male,7.49,3741,0
8718,E,Flight,4,1,141.99,11,high,Female,29.02,4963,0
8719,B,Road,8,4,584.51,12,medium,Female,4.68,4199,0
8720,B,Ship,1,1,385.45,13,high,Male,20.57,4911,1
8721,E,Flight,7,2,548.3,3,low,Male,15.35,3290,0
8722,B,Ship,2,4,475.83,2,high,Male,1.03,2227,0
8723,A,Ship,7,2,57.67,16,high,Female,6.35,308,1
8724,A,Road,3,1,322.27,7,high,Female,28.01,3132,1
8725,E,Flight,3,5,134.27,15,medium,Male,24.5,3670,0
8726,D,Flight,6,4,494.08,10,medium,Female,17.58,285,0
8727,A,Flight,4,3,908.24,4,high,Male,2.3,1783,1
8728,A,Flight,3,3,995.58,15,medium,Male,4.16,1410,0
8729,E,Flight,6,2,944.81,8,low,Female,21.92,4520,0
8730,C,Road,2,5,985.84,12,low,Female,22.71,281,0
8731,B,Flight,8,3,25.09,7,low,Female,28.74,4953,1
8732,A,Ship,4,3,732.15,4,low,Male,6.17,4449,0
8733,C,Ship,2,4,280.22,8,high,Female,19.47,529,0
8734,D,Flight,1,3,866.96,5,medium,Male,12.93,4161,0
8735,C,Road,6,1,815.6,1,low,Male,3.42,4327,0
8736,E,Road,6,2,429.44,6,high,Female,10.08,4685,1
8737,D,Flight,4,3,478.53,16,low,Female,11.02,2726,0
8738,D,Ship,3,4,272.44,11,medium,Female,13.6,3434,0
8739,C,Flight,1,1,295.92,0,medium,Male,8.79,3031,0
8740,E,Flight,1,3,981.36,14,medium,Female,16.58,394,0
8741,A,Flight,6,2,889.96,10,low,Male,18.19,1862,1
8742,C,Road,9,2,199.95,9,low,Male,12.38,1968,0
8743,A,Road,6,2,282.77,15,low,Male,11.2,2439,1
8744,C,Ship,3,3,117.56,8,high,Female,19.67,3222,0
8745,A,Ship,3,1,988.98,11,high,Female,1.63,2258,0
8746,C,Flight,3,5,908.14,14,medium,Female,25.99,3903,1
8747,D,Ship,1,2,556.58,15,medium,Male,29.24,1117,0
8748,B,Flight,8,1,695.96,0,low,Male,1.66,599,1
8749,D,Ship,0,4,750.47,5,medium,Male,21.28,2895,1
8750,A,Flight,7,4,211.77,12,medium,Female,7.57,1481,1
8751,E,Road,5,1,935.32,0,high,Female,12.9,4323,1
8752,D,Flight,9,4,531.48,12,medium,Male,8.12,611,0
8753,B,Road,6,4,101.53,4,low,Male,6.43,489,0
8754,A,Road,4,2,403.11,2,high,Male,13.23,2031,0
8755,D,Ship,5,3,605.63,11,low,Male,11.15,1034,0
8756,C,Ship,5,3,359.29,9,low,Male,12.77,4311,0
8757,E,Road,8,3,702.21,8,high,Male,24.24,3534,1
8758,A,Flight,9,3,883.23,16,low,Female,29.36,2731,0
8759,D,Flight,3,1,774.17,5,medium,Male,4.3,1973,0
8760,A,Ship,4,2,646.23,13,medium,Female,22.32,1781,0
8761,C,Flight,3,1,517.04,2,high,Male,16.47,4013,0
8762,B,Flight,0,4,261.92,17,medium,Male,11.19,2920,0
8763,D,Flight,9,2,460.4,6,low,Female,19.82,1210,0
8764,A,Road,5,5,300.02,8,high,Female,26.45,2236,0
8765,A,Road,4,3,934.68,14,high,Female,19.25,3946,0
8766,A,Flight,3,4,908.24,18,low,Female,21.11,3982,0
8767,B,Ship,5,3,164.27,15,low,Male,4.45,1424,0
8768,A,Flight,4,3,824.39,18,low,Male,21.39,4904,0
8769,E,Ship,2,3,705.89,18,high,Male,29.58,2529,0
8770,E,Road,1,5,975.46,16,high,Male,28.79,1782,0
8771,A,Flight,5,4,468.67,5,low,Female,12.28,2261,0
8772,E,Flight,3,3,724.95,0,high,Male,26.47,390,0
8773,D,Ship,9,3,522.71,18,low,Female,17.74,3756,1
8774,E,Ship,2,2,78.71,14,medium,Male,3.55,4012,1
8775,A,Flight,7,3,56.3,2,high,Male,29.35,1947,1
8776,C,Flight,8,2,130.89,16,high,Female,18.4,4297,1
8777,D,Ship,6,4,303.23,5,high,Male,3.18,3973,1
8778,B,Road,1,4,266.52,3,low,Male,17.17,2820,0
8779,A,Ship,7,4,731.04,7,high,Female,21.64,4967,1
8780,B,Flight,4,2,718.76,3,low,Male,7.12,2871,0
8781,C,Road,9,5,971.68,1,high,Male,20.47,2453,1
8782,B,Road,6,5,317.29,9,high,Male,28.98,1806,0
8783,A,Road,4,3,939.07,11,high,Female,6.95,1060,1
8784,A,Road,1,4,616.72,0,high,Female,14.73,3466,0
8785,C,Flight,3,1,500.36,11,medium,Male,9.42,4435,0
8786,A,Road,4,3,671.16,9,medium,Male,11.64,2262,1
8787,C,Ship,5,5,705.73,11,medium,Male,25.11,3007,0
8788,C,Ship,4,5,180.21,18,low,Male,24.71,4127,0
8789,A,Ship,9,4,754.2,2,medium,Female,0.25,1476,0
8790,E,Flight,0,2,727.92,18,low,Female,3.66,736,0
8791,C,Road,0,3,997.56,6,medium,Female,10.47,3184,1
8792,A,Ship,2,2,912.83,0,low,Male,9.09,2208,1
8793,E,Ship,8,5,687.81,12,high,Female,2.81,4514,0
8794,C,Ship,1,4,715.24,8,high,Female,20.63,2076,0
8795,E,Road,9,5,946.53,15,medium,Male,19.28,3815,1
8796,D,Ship,4,4,967.51,17,low,Female,7.44,3879,0
8797,D,Road,8,1,828.7,14,high,Male,10.85,1355,0
8798,E,Road,6,2,769.72,19,high,Male,14.64,4380,0
8799,C,Road,7,3,120.25,14,medium,Male,1.36,1953,0
8800,A,Flight,1,4,832.02,14,low,Female,4.64,1395,0
8801,B,Flight,4,1,260.66,9,high,Female,19.4,2186,0
8802,A,Road,8,1,568.15,17,low,Male,14.57,4043,1
8803,B,Road,0,2,411.32,14,low,Female,18.01,2626,0
8804,B,Flight,0,4,352.15,11,low,Female,29.2,4413,0
8805,C,Flight,9,3,317.15,0,low,Male,22.67,2170,0
8806,E,Road,7,3,856.87,12,low,Female,29.05,4827,1
8807,A,Flight,1,3,771.44,16,medium,Female,17.73,1501,0
8808,E,Ship,8,5,528.21,16,medium,Male,0.04,2523,0
8809,D,Road,9,5,667.84,6,high,Male,2.81,3795,0
8810,C,Road,8,4,984.68,10,low,Female,20.91,3283,1
8811,C,Flight,3,3,403.56,11,low,Male,9.15,3057,0
8812,D,Ship,1,1,555.59,8,high,Male,12.41,3219,0
8813,A,Flight,2,3,538.19,14,low,Male,20.26,1302,1
8814,D,Ship,9,4,936.61,0,high,Female,10.0,136,0
8815,A,Ship,0,3,358.05,10,medium,Male,26.21,4401,0
8816,B,Road,2,2,986.39,4,low,Male,11.62,2284,0
8817,C,Ship,4,3,311.65,18,low,Female,1.33,2936,1
8818,A,Road,2,1,117.82,17,low,Female,29.53,1297,0
8819,E,Ship,2,4,199.46,17,low,Female,14.69,1377,0
8820,E,Road,9,4,431.96,17,low,Female,10.52,217,1
8821,C,Ship,5,1,653.26,19,medium,Male,26.97,2300,0
8822,D,Flight,2,4,521.66,6,low,Female,25.83,3129,1
8823,D,Ship,2,3,382.52,13,low,Male,1.13,3190,0
8824,A,Flight,8,4,566.41,0,high,Male,24.25,2325,0
8825,D,Ship,1,3,840.42,19,medium,Female,14.7,1449,0
8826,C,Ship,0,4,840.54,8,low,Female,20.2,2807,1
8827,A,Road,9,3,728.97,15,low,Female,4.38,3123,0
8828,B,Ship,7,3,952.92,5,medium,Male,20.02,2756,0
8829,D,Ship,2,1,594.3,6,high,Male,6.9,441,0
8830,D,Ship,6,1,17.58,17,medium,Female,3.52,4827,0
8831,A,Flight,1,5,298.02,0,medium,Male,4.04,844,0
8832,E,Road,7,1,334.94,15,high,Male,9.0,4364,0
8833,D,Road,8,3,551.85,17,medium,Female,29.75,1416,1
8834,C,Ship,7,3,905.84,17,high,Female,1.63,2215,0
8835,D,Ship,7,4,839.73,18,high,Female,9.93,3880,0
8836,B,Flight,7,4,239.85,12,low,Female,15.75,1455,0
8837,D,Ship,6,5,524.2,18,low,Male,6.21,1058,1
8838,E,Road,1,3,662.56,2,medium,Female,28.85,1762,0
8839,D,Road,7,5,987.64,19,low,Female,13.82,3343,1
8840,A,Flight,4,3,40.99,16,high,Male,20.78,3035,0
8841,D,Flight,5,1,469.24,10,high,Female,10.8,2625,1
8842,E,Road,3,4,988.23,16,medium,Male,5.83,2327,1
8843,A,Flight,0,5,977.43,11,medium,Male,9.11,2676,0
8844,C,Ship,4,2,337.42,11,low,Male,8.39,646,0
8845,A,Ship,2,3,10.02,19,medium,Male,25.43,3184,0
8846,B,Flight,8,1,590.87,15,medium,Female,0.44,3175,1
8847,A,Road,3,2,868.27,0,medium,Male,26.81,3364,1
8848,C,Flight,9,1,331.05,19,high,Female,11.79,3214,0
8849,D,Road,1,1,934.93,12,low,Male,18.5,4990,0
8850,A,Flight,3,3,339.38,1,high,Male,24.17,1855,0
8851,A,Flight,2,1,614.1,15,high,Female,13.83,1083,0
8852,A,Flight,2,5,724.83,6,medium,Male,2.78,3621,1
8853,A,Ship,4,2,351.96,1,high,Female,16.25,406,0
8854,C,Ship,0,1,358.68,17,low,Male,3.65,1465,0
8855,E,Road,4,1,475.29,16,low,Male,24.74,1461,0
8856,E,Flight,7,4,836.87,15,low,Male,19.44,2201,0
8857,A,Ship,9,4,109.84,19,high,Male,17.76,1446,0
8858,C,Flight,8,5,635.16,17,high,Female,0.01,2757,0
8859,C,Road,0,4,680.57,19,high,Female,28.8,1616,1
8860,A,Ship,1,1,562.29,15,low,Male,3.91,3069,0
8861,B,Road,1,1,936.48,0,low,Female,5.5,4177,0
8862,A,Ship,5,2,605.97,4,low,Female,29.58,543,0
8863,B,Flight,0,4,638.23,14,high,Male,2.69,647,0
8864,A,Road,0,3,603.76,12,low,Female,22.25,3180,1
8865,B,Ship,1,4,724.8,4,low,Male,2.85,3306,0
8866,B,Ship,3,1,144.06,17,medium,Female,21.98,409,1
8867,A,Flight,1,2,895.33,19,high,Male,26.68,1319,0
8868,B,Road,3,4,52.07,4,high,Female,10.49,3497,0
8869,D,Road,2,2,644.34,15,low,Male,9.37,2763,0
8870,E,Road,2,4,619.33,10,medium,Female,27.99,2864,0
8871,C,Flight,8,5,216.04,10,medium,Female,2.24,1452,0
8872,B,Ship,7,1,50.3,2,low,Female,10.43,3734,0
8873,B,Ship,9,1,147.45,18,medium,Female,19.59,1505,1
8874,C,Road,8,3,278.96,9,low,Male,20.62,3222,0
8875,B,Ship,0,1,883.28,1,high,Female,13.59,2337,1
8876,C,Road,4,3,857.18,16,medium,Male,25.61,3309,0
8877,A,Flight,3,1,73.22,2,medium,Female,25.47,1554,0
8878,D,Flight,8,4,296.38,2,medium,Female,24.51,3894,0
8879,D,Flight,2,4,890.42,7,low,Female,5.12,1963,0
8880,E,Road,4,5,244.29,15,high,Female,19.4,4978,0
8881,B,Ship,7,4,996.01,11,medium,Male,25.53,2550,0
8882,E,Flight,9,2,264.27,18,high,Male,2.83,1990,0
8883,A,Road,4,4,741.72,0,high,Female,7.34,264,0
8884,D,Road,8,3,422.89,18,medium,Female,29.34,3375,0
8885,A,Flight,1,5,144.88,3,high,Male,13.86,1971,0
8886,A,Flight,5,2,262.6,16,low,Female,15.91,1611,0
8887,B,Flight,4,2,678.37,18,low,Female,10.51,440,0
8888,A,Ship,8,1,343.69,3,low,Female,11.77,3808,0
8889,D,Ship,6,3,608.09,14,high,Male,26.84,1463,1
8890,E,Road,7,4,213.48,6,low,Male,6.28,1951,0
8891,D,Flight,6,4,454.1,19,medium,Male,8.37,4317,0
8892,B,Flight,9,1,517.12,16,high,Female,15.02,4089,0
8893,D,Ship,9,4,418.66,8,low,Male,9.32,1423,0
8894,C,Flight,4,2,205.94,6,low,Female,26.78,3819,0
8895,E,Road,4,4,466.94,3,low,Male,18.99,4225,0
8896,C,Flight,3,4,695.97,16,low,Male,15.11,1727,0
8897,C,Ship,1,2,965.26,14,medium,Female,18.12,2635,0
8898,B,Road,8,3,791.63,8,low,Female,0.59,3926,0
8899,A,Road,9,3,169.86,15,medium,Male,22.25,1845,0
8900,C,Flight,9,2,279.97,5,high,Male,10.06,2269,0
8901,D,Road,9,2,88.04,16,medium,Male,18.25,983,1
8902,A,Flight,9,5,144.29,6,low,Male,24.97,4589,0
8903,D,Flight,2,5,258.18,16,low,Female,10.36,3440,0
8904,D,Ship,2,4,207.53,13,high,Female,1.11,4878,0
8905,A,Road,2,4,221.51,14,medium,Male,0.03,2635,1
8906,A,Flight,7,5,238.46,19,low,Male,25.79,1558,1
8907,D,Flight,5,4,307.67,17,medium,Female,16.4,730,0
8908,B,Flight,0,3,134.33,18,low,Male,19.51,4249,0
8909,E,Road,2,3,285.06,17,high,Male,17.9,2977,0
8910,E,Road,3,1,691.53,13,medium,Female,5.07,524,0
8911,B,Road,1,5,244.04,19,low,Male,1.15,2402,0
8912,A,Flight,5,3,180.12,4,high,Male,7.3,2031,1
8913,D,Road,9,1,77.02,6,low,Female,29.73,3183,0
8914,E,Flight,0,2,504.97,11,low,Female,12.53,1534,1
8915,D,Road,0,3,843.56,16,high,Female,27.75,113,0
8916,B,Road,7,1,68.43,18,medium,Female,7.81,3187,0
8917,D,Flight,3,4,546.9,15,medium,Female,21.46,3160,0
8918,B,Road,0,1,654.11,1,high,Female,0.78,1216,0
8919,A,Flight,6,3,596.54,11,high,Female,0.39,4061,1
8920,B,Road,8,4,878.85,16,high,Male,13.98,1519,1
8921,B,Road,9,4,867.73,2,high,Female,19.47,2584,1
8922,E,Road,6,1,66.73,7,medium,Female,28.87,4466,0
8923,D,Road,0,1,367.33,4,high,Female,0.89,4196,0
8924,E,Ship,0,3,674.12,16,high,Female,29.64,4991,0
8925,C,Flight,0,4,952.92,13,medium,Female,14.15,4059,0
8926,B,Ship,7,5,806.64,13,low,Female,22.99,1724,1
8927,C,Road,6,1,184.82,3,low,Male,19.39,2886,0
8928,E,Road,2,5,286.42,14,medium,Female,7.43,1257,1
8929,D,Flight,2,5,765.96,1,medium,Male,9.98,4898,0
8930,E,Flight,2,4,476.76,3,medium,Female,17.73,1118,0
8931,D,Flight,1,3,551.83,16,medium,Male,2.89,2269,1
8932,D,Flight,3,5,612.89,2,high,Male,23.24,620,0
8933,A,Road,6,3,112.26,15,high,Male,23.99,3479,0
8934,B,Flight,8,1,857.4,11,medium,Female,24.62,2620,0
8935,E,Ship,2,4,864.5,19,low,Male,25.46,3993,0
8936,D,Flight,9,2,473.56,2,low,Male,20.67,2121,1
8937,E,Flight,6,4,630.58,4,medium,Female,22.32,3993,1
8938,E,Ship,3,2,663.31,15,medium,Female,17.66,2275,1
8939,D,Ship,0,1,197.83,6,low,Female,6.8,1799,0
8940,C,Ship,4,3,121.46,19,low,Male,2.49,968,0
8941,B,Ship,7,1,30.47,15,high,Female,5.36,3156,1
8942,B,Flight,2,4,913.75,16,low,Male,5.79,1804,1
8943,A,Ship,9,2,352.26,1,low,Male,22.74,510,1
8944,A,Road,3,2,94.97,11,low,Female,28.43,888,1
